,date,death,deathIncrease,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,onVentilatorCumulative,onVentilatorCurrently,pending,posNeg,positive,positiveIncrease,states,total,totalTestResults,totalTestResultsIncrease,dateChecked,id_city,multiplication_factor
472,20200923,62338,597,74592,74592,20662,960,5212,4964,4134368,98013,432,2345,2188,0,1114450,12115,34,0,11604419,274027,2020-06-02T24:00:00Z,4,0.60852826
473,20200924,56485,541,67590,67590,18722,870,4723,4498,3746236,88812,391,2125,1983,0,1009826,10977,30,0,10515002,248302,2020-06-02T24:00:00Z,4,0.55139995
474,20200925,151215,1449,180942,180942,50121,2329,12644,12042,10028874,237755,1048,5688,5309,0,2703360,29388,82,0,28149226,664717,2020-06-02T24:00:00Z,4,1.4761273
475,20200926,137696,1319,164764,164764,45640,2121,11514,10965,9132225,216498,954,5180,4834,0,2461661,26760,75,0,25632495,605287,2020-06-02T24:00:00Z,4,1.3441515
476,20200927,141221,1353,168983,168983,46809,2175,11808,11246,9366048,222041,978,5312,4958,0,2524690,27445,77,0,26288792,620785,2020-06-02T24:00:00Z,4,1.3785672
477,20200928,133092,1275,159255,159255,44114,2050,11129,10598,8826877,209259,922,5007,4673,0,2379352,25865,72,0,24775438,585048,2020-06-02T24:00:00Z,4,1.2992079
478,20200929,120019,1150,143612,143612,39781,1848,10035,9557,7959867,188705,831,4515,4214,0,2145643,23325,65,0,22341900,527583,2020-06-02T24:00:00Z,4,1.1715949
479,20200930,122001,1169,145984,145984,40438,1879,10201,9715,8091332,191821,845,4589,4283,0,2181080,23710,66,0,22710899,536296,2020-06-02T24:00:00Z,4,1.1909449
480,20200603,147853,1417,176918,176918,49007,2277,12363,11774,9805880,232468,1024,5562,5191,0,2643250,28734,80,0,27523322,649937,2020-06-02T24:00:00Z,5,1.4433053
481,20200604,161324,1546,193037,193037,53472,2485,13489,12847,10699275,253648,1118,6069,5664,0,2884071,31352,88,0,30030920,709152,2020-06-02T24:00:00Z,5,1.574802
482,20200605,113880,1091,136267,136267,37746,1754,9522,9069,7552740,179053,789,4284,3998,0,2035899,22132,62,0,21199169,500598,2020-06-02T24:00:00Z,5,1.1116707
483,20200606,154402,1480,184755,184755,51178,2378,12910,12296,10240213,242765,1070,5808,5421,0,2760328,30007,84,0,28742415,678725,2020-06-02T24:00:00Z,5,1.5072336
484,20200607,67556,647,80836,80836,22392,1040,5648,5379,4480427,106217,468,2541,2372,0,1207733,13129,36,0,12575745,296964,2020-06-02T24:00:00Z,5,0.65946394
485,20200608,151331,1450,181080,181080,50160,2331,12654,12051,10036557,237937,1048,5693,5313,0,2705431,29410,82,0,28170789,665226,2020-06-02T24:00:00Z,5,1.477258
486,20200609,128104,1228,153287,153287,42461,1973,10711,10201,8496099,201417,887,4819,4498,0,2290188,24896,70,0,23847004,563124,2020-06-02T24:00:00Z,5,1.2505214
487,20200610,67191,644,80400,80400,22271,1035,5618,5350,4456273,105645,465,2527,2359,0,1201222,13058,36,0,12507947,295363,2020-06-02T24:00:00Z,5,0.6559087
488,20200611,82628,792,98871,98871,27388,1272,6909,6580,5480056,129916,572,3108,2901,0,1477191,16058,45,0,15381522,363220,2020-06-02T24:00:00Z,5,0.80659705
489,20200612,149648,1434,179066,179066,49602,2305,12513,11917,9924908,235290,1037,5630,5254,0,2675335,29083,81,0,27857410,657826,2020-06-02T24:00:00Z,5,1.4608246
490,20200613,153004,1466,183082,183082,50714,2356,12794,12184,10147497,240567,1060,5756,5372,0,2735335,29735,83,0,28482177,672580,2020-06-02T24:00:00Z,5,1.493587
491,20200614,104820,1004,125426,125426,34743,1614,8764,8347,6951850,164808,726,3943,3680,0,1873924,20371,57,0,19512579,460771,2020-06-02T24:00:00Z,5,1.0232271
492,20200615,112472,1078,134583,134583,37280,1732,9404,8956,7459380,176840,779,4231,3949,0,2010733,21858,61,0,20937124,494410,2020-06-02T24:00:00Z,5,1.0979292
493,20200616,140962,1351,168673,168673,46723,2171,11787,11225,9348852,221634,976,5303,4949,0,2520055,27395,77,0,26240528,619645,2020-06-02T24:00:00Z,5,1.3760363
494,20200617,152494,1461,182472,182472,50545,2349,12751,12144,10113666,239765,1056,5737,5354,0,2726216,29636,83,0,28387221,670337,2020-06-02T24:00:00Z,5,1.4886075
495,20200618,105794,1014,126591,126591,35066,1629,8846,8425,7016438,166339,733,3980,3714,0,1891334,20560,57,0,19693865,465052,2020-06-02T24:00:00Z,5,1.0327336
496,20200619,52511,503,62834,62834,17405,808,4390,4181,3482671,82563,363,1975,1843,0,938780,10205,28,0,9775226,230832,2020-06-02T24:00:00Z,5,0.5126065
497,20200620,71215,682,85214,85214,23604,1096,5954,5671,4723096,111970,493,2679,2500,0,1273146,13840,38,0,13256872,313048,2020-06-02T24:00:00Z,5,0.6951818
498,20200621,147405,1413,176382,176382,48858,2270,12325,11738,9776156,231764,1021,5545,5175,0,2635237,28647,80,0,27439891,647967,2020-06-02T24:00:00Z,5,1.4389302
499,20200622,153216,1468,183336,183336,50785,2360,12811,12201,10161569,240901,1061,5764,5379,0,2739129,29777,83,0,28521676,673512,2020-06-02T24:00:00Z,5,1.4956583
500,20200623,95312,913,114048,114048,31592,1468,7969,7590,6321256,149858,660,3585,3346,0,1703943,18523,52,0,17742617,418975,2020-06-02T24:00:00Z,5,0.9304114
501,20200624,101861,976,121885,121885,33762,1569,8517,8111,6755607,160155,705,3832,3576,0,1821025,19796,55,0,18961759,447764,2020-06-02T24:00:00Z,5,0.9943424
502,20200625,129748,1243,155255,155255,43006,1998,10849,10332,8605142,204002,899,4881,4555,0,2319582,25216,70,0,24153068,570352,2020-06-02T24:00:00Z,5,1.2665713
503,20200626,79348,760,94946,94946,26300,1222,6635,6318,5262499,124758,549,2985,2786,0,1418547,15421,43,0,14770878,348800,2020-06-02T24:00:00Z,5,0.7745753
504,20200627,62990,603,75372,75372,20878,970,5267,5016,4177595,99038,436,2369,2211,0,1126102,12241,34,0,11725750,276892,2020-06-02T24:00:00Z,5,0.61489075
505,20200628,137213,1315,164186,164186,45480,2113,11473,10927,9100189,215738,950,5162,4817,0,2453026,26666,75,0,25542577,603164,2020-06-02T24:00:00Z,5,1.3394362
506,20200629,71052,681,85020,85020,23551,1094,5941,5658,4712319,111715,492,2673,2494,0,1270241,13808,38,0,13226622,312334,2020-06-02T24:00:00Z,5,0.6935955
507,20200630,106970,1025,127998,127998,35456,1647,8944,8518,7094419,168188,741,4024,3756,0,1912355,20789,58,0,19912744,470220,2020-06-02T24:00:00Z,5,1.0442114
508,20200701,139970,1341,167485,167485,46394,2156,11704,11146,9283029,220073,970,5265,4914,0,2502311,27202,76,0,26055774,615282,2020-06-02T24:00:00Z,5,1.3663479
509,20200702,136321,1306,163119,163119,45185,2099,11399,10856,9041056,214337,944,5128,4786,0,2437086,26493,74,0,25376600,599244,2020-06-02T24:00:00Z,5,1.3307325
510,20200703,107286,1028,128376,128376,35561,1652,8971,8543,7115396,168685,743,4036,3767,0,1918009,20850,58,0,19971624,471611,2020-06-02T24:00:00Z,5,1.047299
511,20200704,135494,1298,162129,162129,44910,2087,11329,10790,8986178,213036,939,5097,4757,0,2422293,26332,74,0,25222569,595607,2020-06-02T24:00:00Z,5,1.3226552
512,20200705,59204,567,70843,70843,19623,911,4950,4714,3926544,93086,410,2227,2078,0,1058430,11506,32,0,11021095,260252,2020-06-02T24:00:00Z,5,0.5779391
513,20200706,132110,1266,158081,158081,43789,2035,11046,10520,8761788,207716,915,4970,4638,0,2361807,25675,72,0,24592746,580734,2020-06-02T24:00:00Z,5,1.2896278
514,20200707,68890,660,82433,82433,22834,1061,5760,5486,4568945,108316,477,2591,2418,0,1231594,13388,37,0,12824198,302831,2020-06-02T24:00:00Z,5,0.6724927
515,20200708,52827,506,63212,63212,17510,813,4417,4206,3503586,83059,366,1987,1854,0,944418,10266,28,0,9833928,232219,2020-06-02T24:00:00Z,5,0.51568484
516,20200709,103920,996,124348,124348,34445,1600,8689,8275,6892138,163392,720,3909,3648,0,1857828,20196,56,0,19344978,456813,2020-06-02T24:00:00Z,5,1.0144382
517,20200710,89672,859,107300,107300,29722,1381,7498,7141,5947210,140991,621,3373,3148,0,1603116,17427,49,0,16692737,394183,2020-06-02T24:00:00Z,5,0.8753563
518,20200711,102010,977,122063,122063,33812,1571,8529,8123,6765467,160389,707,3837,3581,0,1823683,19825,55,0,18989435,448417,2020-06-02T24:00:00Z,5,0.9957937
519,20200712,85933,823,102825,102825,28483,1323,7185,6843,5699214,135111,595,3232,3017,0,1536267,16700,46,0,15996658,377746,2020-06-02T24:00:00Z,5,0.8388544
520,20200713,137221,1315,164196,164196,45483,2113,11474,10927,9100752,215752,951,5162,4818,0,2453177,26668,75,0,25544156,603201,2020-06-02T24:00:00Z,5,1.339519
521,20200714,83666,802,100113,100113,27731,1288,6996,6662,5548867,131547,579,3147,2937,0,1495739,16260,45,0,15574661,367781,2020-06-02T24:00:00Z,5,0.81672513
522,20200715,120339,1153,143995,143995,39887,1853,10062,9583,7981083,189208,834,4527,4225,0,2151362,23387,65,0,22401448,528989,2020-06-02T24:00:00Z,5,1.1747174
523,20200716,146436,1403,175222,175222,48537,2255,12244,11661,9711865,230240,1014,5509,5141,0,2617907,28459,80,0,27259438,643706,2020-06-02T24:00:00Z,5,1.4294673
524,20200717,66244,635,79266,79266,21957,1020,5539,5275,4393430,104155,459,2492,2326,0,1184282,12874,36,0,12331560,291198,2020-06-02T24:00:00Z,5,0.646659
525,20200718,59948,574,71732,71732,19870,923,5012,4774,3975857,94255,415,2255,2104,0,1071722,11650,32,0,11159507,263521,2020-06-02T24:00:00Z,5,0.5851973
526,20200719,161705,1550,193494,193494,53598,2490,13521,12877,10724576,254248,1120,6083,5677,0,2890891,31426,88,0,30101933,710829,2020-06-02T24:00:00Z,5,1.5785259
527,20200720,77433,742,92655,92655,25665,1192,6474,6166,5135494,121747,536,2913,2718,0,1384311,15048,42,0,14414398,340382,2020-06-02T24:00:00Z,5,0.7558817
528,20200721,137462,1317,164484,164484,45563,2117,11494,10946,9116719,216130,952,5171,4826,0,2457481,26715,75,0,25588973,604259,2020-06-02T24:00:00Z,5,1.3418692
529,20200722,58235,558,69683,69683,19302,897,4869,4637,3862260,91562,403,2190,2044,0,1041101,11317,31,0,10840661,255992,2020-06-02T24:00:00Z,5,0.5684773
530,20200723,151679,1453,181496,181496,50275,2336,12683,12079,10059608,238483,1051,5706,5325,0,2711644,29478,82,0,28235489,666754,2020-06-02T24:00:00Z,5,1.4806508
531,20200724,57543,551,68856,68856,19073,886,4811,4582,3816403,90475,398,2164,2020,0,1028740,11183,31,0,10711951,252952,2020-06-02T24:00:00Z,5,0.56172776
532,20200725,150433,1442,180005,180005,49862,2317,12579,11979,9976961,236524,1042,5659,5282,0,2689366,29236,82,0,28003515,661276,2020-06-02T24:00:00Z,5,1.4684862
533,20200726,76250,730,91239,91239,25273,1174,6375,6072,5057020,119887,528,2868,2677,0,1363158,14818,41,0,14194135,335181,2020-06-02T24:00:00Z,5,0.74433124
534,20200727,101094,969,120967,120967,33508,1557,8453,8050,6704732,158949,700,3803,3549,0,1807312,19647,55,0,18818964,444392,2020-06-02T24:00:00Z,5,0.9868543
535,20200728,57097,547,68321,68321,18925,879,4774,4546,3786766,89773,395,2148,2004,0,1020751,11096,31,0,10628764,250988,2020-06-02T24:00:00Z,5,0.55736554
536,20200729,54451,521,65156,65156,18048,838,4553,4336,3611334,85614,377,2048,1911,0,973462,10582,29,0,10136358,239360,2020-06-02T24:00:00Z,5,0.5315441
537,20200730,126792,1215,151717,151717,42026,1953,10602,10097,8409044,199353,878,4770,4452,0,2266722,24641,69,0,23602657,557354,2020-06-02T24:00:00Z,5,1.2377081
538,20200731,70512,675,84374,84374,23372,1086,5896,5615,4676509,110866,488,2652,2475,0,1260589,13703,38,0,13126111,309960,2020-06-02T24:00:00Z,5,0.6883248
539,20200801,163113,1563,195178,195178,54065,2512,13639,12989,10817918,256461,1130,6136,5727,0,2916052,31700,89,0,30363927,717015,2020-06-02T24:00:00Z,5,1.5922648
540,20200802,141930,1360,169831,169831,47044,2186,11868,11302,9413045,223155,983,5339,4983,0,2537358,27583,77,0,26420705,623900,2020-06-02T24:00:00Z,5,1.3854847
541,20200803,109183,1046,130646,130646,36189,1681,9129,8694,7241213,171668,756,4107,3833,0,1951924,21219,59,0,20324767,479950,2020-06-02T24:00:00Z,5,1.0658177
542,20200804,144120,1381,172452,172452,47770,2220,12051,11477,9558309,226599,998,5422,5060,0,2576515,28009,78,0,26828434,633528,2020-06-02T24:00:00Z,5,1.4068657
543,20200805,64702,620,77421,77421,21446,996,5410,5152,4291166,101731,448,2434,2271,0,1156716,12574,35,0,12044524,284420,2020-06-02T24:00:00Z,5,0.63160706
544,20200806,105725,1013,126509,126509,35043,1628,8840,8419,7011872,166231,732,3977,3712,0,1890104,20547,57,0,19681050,464749,2020-06-02T24:00:00Z,5,1.0320616
545,20200807,119766,1148,143310,143310,39697,1844,10014,9537,7943090,188307,830,4505,4205,0,2141121,23276,65,0,22294809,526471,2020-06-02T24:00:00Z,5,1.1691254
546,20200808,87241,836,104391,104391,28917,1343,7295,6947,5786007,137169,604,3282,3063,0,1559662,16955,47,0,16240270,383498,2020-06-02T24:00:00Z,5,0.8516293
547,20200809,96160,921,115064,115064,31873,1481,8040,7657,6377526,151192,666,3617,3376,0,1719111,18688,52,0,17900556,422704,2020-06-02T24:00:00Z,5,0.9386936
548,20200810,74705,716,89390,89390,24761,1150,6246,5949,4954552,117457,517,2810,2623,0,1335537,14518,40,0,13906526,328389,2020-06-02T24:00:00Z,5,0.72924924
549,20200811,136265,1306,163052,163052,45166,2099,11394,10851,9037314,214248,944,5126,4784,0,2436077,26482,74,0,25366096,598996,2020-06-02T24:00:00Z,5,1.3301817
550,20200812,104985,1006,125623,125623,34798,1617,8778,8360,6962771,165067,727,3949,3686,0,1876868,20403,57,0,19543233,461495,2020-06-02T24:00:00Z,5,1.0248345
551,20200813,135194,1295,161771,161771,44811,2082,11304,10766,8966316,212565,937,5086,4747,0,2416939,26274,73,0,25166818,594291,2020-06-02T24:00:00Z,5,1.3197317
552,20200814,102706,984,122896,122896,34043,1582,8588,8179,6811664,161484,711,3863,3606,0,1836136,19960,56,0,19119103,451479,2020-06-02T24:00:00Z,5,1.0025934
553,20200815,81120,777,97067,97067,26888,1249,6783,6460,5380066,127545,562,3051,2848,0,1450238,15765,44,0,15100867,356592,2020-06-02T24:00:00Z,5,0.7918797
554,20200816,106727,1023,127707,127707,35375,1644,8924,8499,7078305,167805,739,4015,3747,0,1908011,20741,58,0,19867514,469152,2020-06-02T24:00:00Z,5,1.0418396
555,20200817,70924,679,84866,84866,23508,1092,5930,5648,4703811,111513,491,2668,2490,0,1267948,13783,38,0,13202742,311770,2020-06-02T24:00:00Z,5,0.69234324
556,20200818,122950,1178,147119,147119,40752,1893,10280,9791,8154239,193313,852,4625,4317,0,2198037,23894,67,0,22887465,540466,2020-06-02T24:00:00Z,5,1.2002039
557,20200819,96168,921,115073,115073,31875,1481,8041,7658,6378048,151204,666,3618,3376,0,1719251,18689,52,0,17902020,422739,2020-06-02T24:00:00Z,5,0.93877035
558,20200820,130181,1247,155773,155773,43149,2005,10885,10367,8633854,204683,902,4897,4571,0,2327321,25300,71,0,24233658,572255,2020-06-02T24:00:00Z,5,1.2707974
559,20200821,65393,626,78248,78248,21675,1007,5468,5207,4336992,102817,453,2460,2296,0,1169069,12708,35,0,12173149,287457,2020-06-02T24:00:00Z,5,0.63835204
560,20200822,72058,690,86223,86223,23884,1109,6025,5738,4779035,113296,499,2710,2530,0,1288225,14004,39,0,13413882,316756,2020-06-02T24:00:00Z,5,0.70341533
561,20200823,122635,1175,146742,146742,40648,1889,10254,9766,8133352,192818,849,4613,4306,0,2192407,23833,67,0,22828840,539081,2020-06-02T24:00:00Z,5,1.1971296
562,20200824,162708,1559,194693,194693,53931,2506,13605,12957,10791056,255824,1127,6121,5713,0,2908812,31621,88,0,30288530,715235,2020-06-02T24:00:00Z,5,1.588311
563,20200825,146744,1406,175592,175592,48639,2260,12270,11686,9732348,230725,1017,5520,5152,0,2623429,28519,80,0,27316931,645063,2020-06-02T24:00:00Z,5,1.4324822
564,20200826,55510,532,66422,66422,18399,855,4641,4420,3681535,87278,384,2088,1949,0,992386,10788,30,0,10333399,244013,2020-06-02T24:00:00Z,5,0.5418768
565,20200827,65273,625,78105,78105,21635,1005,5458,5198,4329055,102629,452,2455,2291,0,1166930,12685,35,0,12150871,286931,2020-06-02T24:00:00Z,5,0.63718385
566,20200828,99553,954,119123,119123,32997,1533,8324,7928,6602517,156526,689,3745,3495,0,1779759,19347,54,0,18532066,437617,2020-06-02T24:00:00Z,5,0.97180957
567,20200829,69301,664,82924,82924,22970,1067,5794,5518,4596174,108961,480,2607,2433,0,1238934,13468,37,0,12900626,304636,2020-06-02T24:00:00Z,5,0.6765005
568,20200830,79647,763,95304,95304,26399,1226,6660,6342,5282352,125229,552,2996,2796,0,1423898,15479,43,0,14826602,350116,2020-06-02T24:00:00Z,5,0.7774974
569,20200831,71234,682,85238,85238,23611,1097,5956,5672,4724410,112001,493,2679,2501,0,1273501,13844,38,0,13260559,313135,2020-06-02T24:00:00Z,5,0.6953752
570,20200901,129816,1244,155335,155335,43028,1999,10855,10338,8609609,204108,899,4883,4558,0,2320786,25229,70,0,24165607,570648,2020-06-02T24:00:00Z,5,1.2672288
571,20200902,151832,1455,181679,181679,50326,2338,12696,12091,10069763,238724,1052,5712,5331,0,2714382,29508,83,0,28263993,667427,2020-06-02T24:00:00Z,5,1.4821455
572,20200903,83996,805,100508,100508,27841,1293,7023,6689,5570768,132066,582,3160,2949,0,1501643,16324,45,0,15636132,369232,2020-06-02T24:00:00Z,5,0.8199487
573,20200904,159647,1530,191031,191031,52916,2459,13349,12713,10588073,251012,1106,6006,5605,0,2854096,31026,87,0,29718794,701781,2020-06-02T24:00:00Z,5,1.5584344
574,20200905,110090,1055,131732,131732,36490,1695,9205,8767,7301374,173094,763,4141,3865,0,1968141,21395,60,0,20493628,483937,2020-06-02T24:00:00Z,5,1.0746726
575,20200906,125555,1203,150237,150237,41616,1934,10498,9998,8327036,197409,870,4723,4408,0,2244616,24401,68,0,23372475,551919,2020-06-02T24:00:00Z,5,1.2256374
576,20200907,86012,824,102920,102920,28509,1324,7192,6849,5704467,135236,596,3235,3020,0,1537682,16716,47,0,16011401,378094,2020-06-02T24:00:00Z,5,0.8396275
577,20200908,132631,1271,158704,158704,43961,2043,11090,10562,8796324,208535,919,4989,4657,0,2371116,25776,72,0,24689681,583023,2020-06-02T24:00:00Z,5,1.2947109
578,20200909,78659,754,94122,94122,26072,1211,6577,6264,5216845,123676,545,2959,2761,0,1406240,15287,42,0,14642734,345774,2020-06-02T24:00:00Z,5,0.7678555
579,20200910,97875,938,117116,117116,32441,1507,8184,7794,6491257,153888,678,3682,3436,0,1749768,19021,53,0,18219778,430243,2020-06-02T24:00:00Z,5,0.95543337
580,20200911,78148,749,93511,93511,25903,1203,6534,6223,5182932,122872,541,2940,2744,0,1397099,15187,42,0,14547548,343526,2020-06-02T24:00:00Z,5,0.76286405
581,20200912,85295,817,102062,102062,28271,1313,7132,6792,5656908,134108,591,3208,2994,0,1524863,16576,46,0,15877913,374942,2020-06-02T24:00:00Z,5,0.8326275
582,20200913,115587,1108,138309,138309,38312,1780,9665,9204,7665919,181736,801,4348,4058,0,2066407,22463,63,0,21516841,508100,2020-06-02T24:00:00Z,5,1.1283293
583,20200914,159150,1525,190437,190437,52752,2451,13308,12674,10555134,250231,1103,5987,5588,0,2845217,30930,87,0,29626341,699598,2020-06-02T24:00:00Z,5,1.5535861
584,20200915,160850,1541,192470,192470,53315,2477,13450,12809,10667847,252903,1114,6051,5647,0,2875600,31260,87,0,29942706,707069,2020-06-02T24:00:00Z,5,1.5701761
585,20200916,131909,1264,157840,157840,43722,2031,11030,10504,8748465,207400,914,4962,4631,0,2358216,25636,72,0,24555351,579851,2020-06-02T24:00:00Z,5,1.2876667
586,20200917,51351,492,61446,61446,17020,791,4293,4089,3405721,80739,355,1931,1803,0,918038,9979,28,0,9559240,225732,2020-06-02T24:00:00Z,5,0.5012804
587,20200918,51812,496,61997,61997,17173,798,4332,4126,3436268,81463,359,1949,1819,0,926272,10069,28,0,9644980,227757,2020-06-02T24:00:00Z,5,0.5057765
588,20200919,115950,1111,138744,138744,38432,1786,9695,9233,7690045,182308,803,4362,4071,0,2072910,22534,63,0,21584557,509699,2020-06-02T24:00:00Z,5,1.1318803
589,20200920,75063,719,89819,89819,24880,1156,6276,5977,4978326,118021,520,2824,2635,0,1341946,14588,41,0,13973257,329965,2020-06-02T24:00:00Z,5,0.7327486
590,20200921,130043,1246,155608,155608,43104,2003,10874,10356,8624708,204466,901,4892,4566,0,2324856,25273,71,0,24207986,571649,2020-06-02T24:00:00Z,5,1.2694511
591,20200922,156727,1502,187537,187537,51948,2414,13105,12481,10394411,246421,1086,5896,5503,0,2801893,30459,85,0,29175221,688945,2020-06-02T24:00:00Z,5,1.5299298
592,20200923,58570,561,70084,70084,19413,902,4897,4664,3884502,92090,405,2203,2056,0,1047097,11382,32,0,10903091,257466,2020-06-02T24:00:00Z,5,0.57175106
593,20200924,140981,1351,168695,168695,46729,2171,11788,11227,9350116,221663,977,5303,4950,0,2520395,27399,77,0,26244074,619729,2020-06-02T24:00:00Z,5,1.3762223
594,20200925,60499,579,72392,72392,20053,931,5058,4817,4012430,95123,419,2276,2124,0,1081581,11757,33,0,11262163,265945,2020-06-02T24:00:00Z,5,0.5905806
595,20200926,128157,1228,153351,153351,42479,1974,10716,10205,8499619,201501,888,4821,4499,0,2291137,24906,70,0,23856886,563358,2020-06-02T24:00:00Z,5,1.2510397
596,20200927,75614,724,90479,90479,25063,1164,6322,6021,5014885,118888,524,2844,2655,0,1351801,14695,41,0,14075872,332388,2020-06-02T24:00:00Z,5,0.7381296
597,20200928,99193,950,118693,118693,32878,1527,8294,7899,6578690,155961,687,3731,3482,0,1773336,19277,54,0,18465186,436038,2020-06-02T24:00:00Z,5,0.9683024
598,20200929,130869,1254,156596,156596,43377,2015,10943,10421,8679474,205765,907,4923,4595,0,2339619,25433,71,0,24361706,575279,2020-06-02T24:00:00Z,5,1.2775121
599,20200930,57765,553,69121,69121,19146,889,4830,4600,3831091,90824,400,2173,2028,0,1032700,11226,31,0,10753176,253926,2020-06-02T24:00:00Z,5,0.56388956
600,20200603,106970,1025,127998,127998,35456,1647,8944,8518,7094420,168188,741,4024,3756,0,1912355,20789,58,0,19912746,470220,2020-06-02T24:00:00Z,6,1.0442115
601,20200604,119895,1149,143464,143464,39740,1846,10025,9548,7951664,188510,830,4510,4209,0,2143432,23301,65,0,22318876,527039,2020-06-02T24:00:00Z,6,1.1703874
602,20200605,109830,1052,131421,131421,36404,1691,9183,8746,7284136,172685,761,4132,3856,0,1963494,21345,60,0,20445246,482795,2020-06-02T24:00:00Z,6,1.0721354
603,20200606,65945,632,78909,78909,21858,1015,5514,5251,4373602,103685,457,2480,2315,0,1178938,12816,36,0,12275905,289884,2020-06-02T24:00:00Z,6,0.64374053
604,20200607,75925,727,90850,90850,25166,1169,6348,6046,5035465,119376,526,2856,2665,0,1357348,14755,41,0,14133634,333752,2020-06-02T24:00:00Z,6,0.7411586
605,20200608,91326,875,109279,109279,30271,1406,7636,7272,6056926,143592,632,3435,3206,0,1632691,17748,49,0,17000690,401455,2020-06-02T24:00:00Z,6,0.8915052
606,20200609,135388,1297,162003,162003,44875,2085,11321,10781,8979183,212870,938,5093,4753,0,2420407,26312,74,0,25202934,595143,2020-06-02T24:00:00Z,6,1.3216256
607,20200610,99971,958,119623,119623,33136,1539,8359,7961,6630244,157183,692,3761,3510,0,1787233,19429,54,0,18609888,439455,2020-06-02T24:00:00Z,6,0.9758905
608,20200611,61765,592,73907,73907,20472,951,5164,4918,4096409,97113,428,2323,2168,0,1104218,12003,33,0,11497875,271511,2020-06-02T24:00:00Z,6,0.60294116
609,20200612,111423,1068,133327,133327,36932,1716,9317,8873,7389780,175190,772,4191,3912,0,1991971,21654,60,0,20741767,489797,2020-06-02T24:00:00Z,6,1.0876849
610,20200613,137507,1318,164539,164539,45578,2118,11498,10950,9119727,216202,953,5173,4828,0,2458292,26724,75,0,25597416,604459,2020-06-02T24:00:00Z,6,1.342312
611,20200614,140870,1350,168562,168562,46692,2169,11779,11218,9342719,221488,976,5299,4946,0,2518401,27377,77,0,26223314,619239,2020-06-02T24:00:00Z,6,1.3751336
612,20200615,79518,762,95150,95150,26357,1224,6649,6332,5273778,125025,551,2991,2792,0,1421587,15454,43,0,14802537,349548,2020-06-02T24:00:00Z,6,0.77623546
613,20200616,151239,1449,180970,180970,50129,2329,12646,12044,10030444,237792,1048,5689,5310,0,2703783,29392,82,0,28153632,664821,2020-06-02T24:00:00Z,6,1.4763583
614,20200617,76720,735,91801,91801,25429,1181,6415,6109,5088195,120626,531,2886,2693,0,1371562,14910,41,0,14281639,337247,2020-06-02T24:00:00Z,6,0.74891996
615,20200618,108667,1041,130029,130029,36018,1673,9086,8653,7207015,170857,753,4088,3815,0,1942706,21119,59,0,20228781,477683,2020-06-02T24:00:00Z,6,1.0607842
616,20200619,128585,1232,153862,153862,42620,1980,10752,10240,8527969,202173,891,4837,4514,0,2298779,24990,70,0,23936458,565237,2020-06-02T24:00:00Z,6,1.2552124
617,20200620,88856,851,106324,106324,29452,1368,7430,7076,5893103,139708,615,3342,3120,0,1588531,17268,48,0,16540868,390597,2020-06-02T24:00:00Z,6,0.8673924
618,20200621,85862,823,102741,102741,28459,1322,7179,6837,5694552,135001,595,3230,3014,0,1535010,16687,46,0,15983571,377437,2020-06-02T24:00:00Z,6,0.83816814
619,20200622,110868,1062,132663,132663,36748,1707,9270,8829,7352969,174317,768,4171,3892,0,1982049,21546,60,0,20638447,487357,2020-06-02T24:00:00Z,6,1.0822668
620,20200623,108429,1039,129745,129745,35940,1670,9066,8634,7191234,170483,751,4079,3807,0,1938452,21072,59,0,20184487,476637,2020-06-02T24:00:00Z,6,1.0584614
621,20200624,136015,1303,162753,162753,45083,2095,11373,10831,9020775,213856,942,5117,4775,0,2431619,26434,74,0,25319675,597900,2020-06-02T24:00:00Z,6,1.3277475
622,20200625,64690,620,77407,77407,21442,996,5409,5151,4290371,101712,448,2433,2271,0,1156502,12572,35,0,12042292,284367,2020-06-02T24:00:00Z,6,0.63149
623,20200626,83732,802,100192,100192,27753,1289,7001,6668,5553263,131651,580,3150,2940,0,1496924,16273,45,0,15586999,368072,2020-06-02T24:00:00Z,6,0.81737214
624,20200627,53247,510,63714,63714,17649,820,4452,4240,3531431,83719,369,2003,1869,0,951924,10348,29,0,9912086,234064,2020-06-02T24:00:00Z,6,0.5197834
625,20200628,84905,813,101596,101596,28142,1307,7099,6761,5631088,133496,588,3194,2981,0,1517903,16501,46,0,15805441,373230,2020-06-02T24:00:00Z,6,0.82882714
626,20200629,64477,618,77152,77152,21371,993,5391,5134,4276229,101376,446,2425,2263,0,1152690,12530,35,0,12002598,283430,2020-06-02T24:00:00Z,6,0.6294085
627,20200630,59529,570,71232,71232,19731,916,4977,4740,3948114,93598,412,2239,2090,0,1064244,11569,32,0,11081640,261682,2020-06-02T24:00:00Z,6,0.58111405
628,20200701,64797,621,77535,77535,21477,998,5418,5160,4297497,101881,449,2437,2275,0,1158423,12593,35,0,12062294,284839,2020-06-02T24:00:00Z,6,0.6325389
629,20200702,96541,925,115519,115519,31999,1487,8072,7688,6402771,151791,669,3632,3389,0,1725916,18762,52,0,17971413,424378,2020-06-02T24:00:00Z,6,0.9424093
